date,open,high,close,low,volume,amount,turnover_rate,p_change,review_pc,amplitude,MACD,DIFF,DEM,ema_quick,ema_slow,K,D,J,MACD_d,DIFF_d,DEM_d,K_d
2017-11-15,21.902,21.902,21.902,21.902,211.0,462132.2,0.0422,9.90813624327,10.0082184275,0.0,0.636510724558,-0.21902,-0.21902,21.902,22.12102,50.0,50.0,50.0,-0.00980198019802,-1.78039263479,-0.356078526958,0.0
2017-11-16,24.094,24.094,24.094,24.094,85.0,204799.0,0.017,10.0082184275,9.99833983564,0.0,0.630208638177,0.17486039886,-0.140243920228,22.2392307692,22.0643703704,50.0,50.0,50.0,-0.00990099009901,-1.79837639878,-0.359675279756,0.0
2017-11-17,26.503,26.503,26.503,26.503,166.0,439949.8,0.0332,9.99833983564,9.98754857941,0.0,1.02765029785,0.502037515929,-0.0117876329965,22.8951952663,22.3931577503,50.0,50.0,50.0,0.630650923518,1.87107612244,-0.915949062338,0.0
2017-11-20,29.15,29.15,29.15,29.15,441.0,1285515.0,0.0882,9.98754857941,10.0,0.0,1.56095354714,0.963808333964,0.183331560396,23.8574729176,22.8936645837,50.0,50.0,50.0,0.518954016167,0.919793448464,-16.5528731214,0.0
2017-11-21,32.065,32.065,32.065,32.065,496.0,1590424.0,0.0992,10.0,9.98908467176,0.0,2.18210411007,1.54714662919,0.456094574154,25.1201693918,23.5730227626,50.0,50.0,50.0,0.39793020367,0.605243049544,1.48781264486,0.0
2017-11-22,35.268,35.268,35.268,35.268,6046.0,21323032.8,1.2092,9.98908467176,10.0062379494,0.0,2.85753944609,2.24205672796,0.813287004916,26.6813741008,24.4393173728,50.0,50.0,50.0,0.309533964447,0.449155940145,0.783154308345,0.0
2017-11-23,35.595,38.797,38.797,34.712,296122.0,1148864523.4,59.2244,10.0062379494,-9.99046318014,10.5291646261,3.5666881962,3.04246712754,1.25912302944,28.5453165468,25.5028494193,66.6666666667,55.5555555556,88.8888888889,0.248167615349,0.356998281798,0.548190272105,0.333333333333
2017-11-24,36.557,37.528,34.921,34.921,186749.0,652146182.9,37.3498,-9.99046318014,-9.99398642651,7.46542195241,3.30652430681,3.3257007212,1.67243856779,29.5261909242,26.200490203,44.4444444444,51.8518518519,29.6296296296,-0.0729427062526,0.0930933948611,0.328256674437,-0.333333333333
2017-11-27,33.483,34.147,31.431,31.431,151230.0,475331013.0,30.246,-9.99398642651,2.23982692247,8.64115045656,2.4941832534,3.23130310117,1.98421147447,29.8192384743,26.5879353732,29.6296296296,44.4444444444,1.42108547152e-14,-0.245678234311,-0.0283842798677,0.186418151721,-0.333333333333
2017-11-28,31.084,33.215,32.135,31.084,115292.0,370490842.0,23.0584,2.23982692247,-2.03827602303,6.63139878637,1.90795032734,3.17668042905,2.22270526538,30.1755094783,26.9988290492,36.1929425124,41.6939438004,25.1909399362,-0.235040037761,-0.0169042242104,0.120195752311,0.221511809792
2017-11-29,31.778,32.135,31.48,30.241,111469.0,350904412.0,22.2938,-2.03827602303,0.47331639136,6.0165184244,1.31636387875,3.0454326896,2.38725075023,30.3762003278,27.3307676382,45.9343305591,43.1074060533,51.5881795707,-0.310063862834,-0.0413160034139,0.0740293764568,0.269151590629
2017-11-30,31.153,32.164,31.629,30.836,95948.0,303473929.2,19.1896,0.47331639136,-1.63141420848,4.19867842802,0.852052429004,2.91978351836,2.49375730385,30.5689387389,27.6491552205,50.5275055133,45.58077254,60.4209714599,-0.352722721461,-0.041258232919,0.0446147324974,0.0999943810716
2017-12-01,31.292,32.521,31.113,30.538,86330.0,268598529.0,17.266,-1.63141420848,-10.005463954,6.3735416064,0.405034963528,2.74690415606,2.54438667429,30.6526404714,27.9057363153,43.3504936738,44.8373462513,40.376788519,-0.524636102498,-0.0592096507191,0.0203024449744,-0.142041681388
2017-12-04,30.439,30.538,28.0,28.0,120865.0,338422000.0,24.173,-10.005463954,-1.38214285714,9.06428571429,-0.340101675928,2.33182312684,2.5018739648,30.2445419373,27.9127188105,28.9003291159,39.5250072061,7.65097293541,-1.83968473478,-0.151108668391,-0.0167084311204,-0.333333333333
2017-12-05,27.584,28.258,27.613,27.147,62197.0,171744576.1,12.4394,-1.38214285714,2.62195342773,4.02346720747,-0.884323280538,1.94917191447,2.39133355474,29.8396893316,27.8905174171,33.2482842171,37.4327662098,24.8793202317,1.6001732515,-0.164099587129,-0.0441830450384,0.150446560098
