date,open,high,close,low,volume,nmc,amount,turnover_rate,p_change,review_pc,amplitude,ema5,MACD,DIFF,DEM,ema_quick,ema_slow,K,D,J,high_d,low_d,ema5_d,MACD_d,DIFF_d,DEM_d,K_d,D_d,ema_quick_d,ema_slow_d,MACD_d_d,ema5_d_d
2016-06-15,15.98,17.08,16.78,15.84,360473.0,529840.0,604873694.0,4.87125675676,-0.100252793452,2.20500595948,7.38974970203,16.78,0.00286595079966,-0.1678,-0.1678,16.78,16.9478,58.6021505376,52.8673835125,70.0716845878,-0.000972911579558,-0.000912429729281,-0.0012790668917,-0.253861122508,0.039044403472,0.114062627672,0.0393034156646,0.0037674302739,-0.00132472258555,-0.00136323569749,0.942847892099,-0.0504057200509
2016-06-16,16.76,17.18,17.15,16.39,371604.0,529840.0,637300860.0,5.02167567568,2.20500595948,-1.92419825073,4.60641399417,16.9033333333,0.315705071225,0.0295156695157,-0.128336866097,16.8369230769,16.8074074074,71.1356109069,58.956792644,95.4932474328,0.00585480093677,0.0347222222222,0.00735001986492,109.157184576,1.1758979113,0.235179582259,0.213873727403,0.115182721877,0.00339231686073,-0.00828382401212,430.987796075,6.74639208679
2016-06-17,17.1,17.37,16.82,16.65,320120.0,529840.0,538441840.0,4.32594594595,-1.92419825073,-0.118906064209,4.28061831153,16.8755555556,0.246905921088,0.0259793345833,-0.0974736259608,16.8343195266,16.808340192,55.294110975,57.7358987543,50.4105354163,0.011059371362,0.0158633312996,-0.00164333136134,-0.217922220476,-0.119812119812,0.240486160171,-0.222694368263,-0.0207082820302,-0.000154633378318,5.5498424824e-05,-1.00199640749,-1.22358189386
2016-06-20,16.98,17.05,16.8,16.43,202818.0,529840.0,340734240.0,2.74078378378,-0.118906064209,-2.2619047619,3.69047619048,16.8503703704,0.190065320598,0.0213171994132,-0.073715460886,16.8290395995,16.8077224,56.7552137683,57.409003759,55.4476337869,-0.0184225676454,-0.0132132132132,-0.00149240628566,-0.230211573053,-0.179455526669,0.243739420183,0.0264242026414,-0.00566190190863,-0.000313640665135,-3.67550868314e-05,-0.056393297347,0.0918409270478
2016-06-21,17.0,17.09,16.42,16.23,234025.0,529840.0,384269050.0,3.1625,-2.2619047619,1.76613885505,5.23751522533,16.7069135802,0.0973178702932,-0.0128917919528,-0.0615507270994,16.7661104303,16.7790022223,45.2011502641,53.3397192607,28.924012271,0.00234604105572,-0.0121728545344,-0.00851356895844,-0.487976712497,-1.60476011426,0.16502282751,-0.203577129519,-0.0708823395607,-0.00373932028473,-0.00170874893678,-1.11968801579,-4.70459200033
2016-06-22,16.36,16.74,16.71,16.29,176357.0,529840.0,294692547.0,2.3832027027,1.76613885505,-1.4961101137,2.69299820467,16.7079423868,0.0722205391618,-0.0164128901232,-0.0525231597042,16.7574780564,16.7738909465,61.2452112872,55.9748832695,71.7858673225,-0.020479812756,0.00369685767098,6.15796915104e-05,-0.257890262659,-0.273127132623,0.14666873684,0.354948069448,0.0494034097921,-0.000514870394614,-0.000304623341439,0.471511127365,1.00723312301
2016-06-23,16.62,16.72,16.46,16.32,184979.0,529840.0,304475434.0,2.49971621622,-1.4961101137,-2.12636695018,2.43013365735,16.6252949246,0.0217529535568,-0.0389275637311,-0.0498040405096,16.7117122016,16.7506397653,52.4968075248,54.815524688,47.8593731985,-0.00119474313023,0.00184162062615,-0.00494659727473,-0.698798239265,-1.37176776539,0.05176990893,-0.14284224968,-0.0207121214706,-0.00273107055124,-0.00138615311731,-1.70967283549,-81.3283867361
2016-06-24,16.49,16.7,16.11,15.25,275971.0,529840.0,444589281.0,3.72933783784,-2.12636695018,2.04841713222,9.00062073246,16.4535299497,-0.0547837339625,-0.0840438742361,-0.0566520072549,16.6191410936,16.7031849679,54.7679866257,54.7996786672,54.7046025428,-0.0011961722488,-0.0655637254902,-0.0103315445308,-3.51845037132,-1.1589810967,-0.137498216515,0.0432631850967,-0.000289079067153,-0.00553929524509,-0.00283301402785,-4.03500176965,-1.08861646846
2016-06-27,15.91,16.52,16.44,15.83,202281.0,529840.0,332549964.0,2.73352702703,2.04841713222,1.39902676399,4.19708029197,16.4490199665,-0.0567309638854,-0.0921088596832,-0.0637433777405,16.5915809254,16.6836897851,65.9805901176,58.5266491507,80.8884720515,-0.0107784431138,0.0380327868852,-0.000274104295434,-0.0355439431011,-0.0959616095806,-0.125174214106,0.204729152608,0.0680108090799,-0.00165833890559,-0.00116715362031,0.989897841564,0.973469185114
2016-06-28,16.28,16.75,16.67,16.27,276380.0,529840.0,460725460.0,3.73486486486,1.39902676399,2.45950809838,2.87942411518,16.5226799776,-0.0244591212358,-0.0790303285129,-0.066800767895,16.6036453984,16.6826757269,71.7648378562,62.9393787192,89.4157561302,0.0139225181598,0.0277953253316,0.00447807901792,0.568857647383,0.141989936856,-0.0479640436834,0.0876658988386,0.0753969282804,0.000727144270991,-6.07814078779e-05,17.0043483573,17.3371355083
