date,open,high,close,low,volume,nmc,amount,turnover_rate,p_change,review_pc,amplitude,efficiency_coefficient,PVT,stationary_info,dist2last_min,dist2last_max,ema3,ema3_p_change,ema3_PVT,ema3_stationary_info,ema3_dist2last_min,ema3_dist2last_max,ema5,ema5_p_change,ema5_PVT,ema5_stationary_info,ema5_dist2last_min,ema5_dist2last_max,pseudo_mean_price,pseudo_mean_price_p_change,pseudo_mean_price_PVT,pseudo_mean_price_stationary_info,pseudo_mean_price_dist2last_min,pseudo_mean_price_dist2last_max,close_ama,close_ama_p_change,close_ama_PVT,close_ama_stationary_info,close_ama_dist2last_min,close_ama_dist2last_max
2016-09-22,12.295,12.355,12.275,12.126,61604.0,318770.0,75618910.0,1.22717131474,5.61303462322,5.61303462322,1.86558044807,1.0,345785.384929,0,1,1,12.275,2.80651731161,172892.692464,0,1,1,12.275,1.87101154107,115261.794976,0,1,1,12.252,3.83066710197,235984.41615,0,1,1,12.275,2.49468205476,153682.393302,0,1,1
2016-09-23,12.126,13.074,12.964,12.126,101280.0,318770.0,131299392.0,2.01752988048,5.61303462322,-1.84356680037,7.31255785251,1.0,914273.531568,1,2,2,12.6195,2.80651731161,457136.765784,0,2,2,12.5046666667,1.87101154107,304757.843856,0,2,2,12.7213333333,3.83066710197,623954.380237,0,2,2,12.5812222222,2.49468205476,406343.791808,0,2,2
2016-09-26,12.705,13.044,12.725,12.545,130165.0,318770.0,165634962.5,2.59292828685,-1.84356680037,-3.14341846758,3.92141453831,0.717885518194,674305.658998,0,3,1,12.67225,0.41800388288,511546.241199,1,3,3,12.5781111111,0.587336283343,381208.471177,1,3,3,12.7713333333,0.393040561786,675114.504962,1,3,3,12.6170930491,0.285114007769,443455.656629,1,3,3
2016-09-27,12.505,12.824,12.325,12.146,75267.0,318770.0,92766577.5,1.49934262948,-3.14341846758,-0.405679513185,5.50101419878,0.384818540698,437709.981198,0,4,2,12.498625,-1.37011974985,408421.437987,0,4,1,12.4937407407,-0.670771387095,330721.521185,0,4,1,12.4316666667,-2.65960223417,474934.223603,0,4,1,12.5904327566,-0.21130297146,427551.515876,0,4,1
2016-09-28,12.365,12.465,12.275,12.096,66016.0,318770.0,81034640.0,1.31505976096,-0.405679513185,1.95519348269,3.00610997963,0.351013768896,410928.642456,-1,5,3,12.3868125,-0.894598405825,349363.629628,-1,5,2,12.4208271605,-0.58360087471,292194.52584,-1,5,2,12.2786666667,-1.23072797962,393686.4853,-1,5,2,12.5653336503,-0.199350624516,414391.185048,0,5,2
2016-09-29,12.375,12.645,12.515,12.196,73641.0,318770.0,92161711.5,1.46695219124,1.95519348269,4.3867359169,3.58769476628,0.419329619096,554911.045715,0,1,4,12.45090625,0.517435377342,387468.088251,0,1,3,12.452218107,0.252728309447,310805.691276,0,1,3,12.452,1.41166250407,497642.723762,0,1,3,12.5600965029,-0.0416793341683,411321.877201,-1,6,3
2016-09-30,12.425,13.204,13.064,12.285,175560.0,318770.0,229351584.0,3.49721115538,4.3867359169,1.98254745867,7.03459889773,0.530269253914,1325046.40329,0,2,5,12.757453125,2.46204468048,819704.652357,0,2,4,12.6561454047,1.63767849162,598316.527265,0,2,4,12.851,3.20430452939,1060190.42694,0,2,4,12.6360765207,0.604931799521,517523.703925,0,1,4
2016-10-10,13.004,13.453,13.323,12.764,173676.0,318770.0,231388534.8,3.4596812749,1.98254745867,-5.08894393155,5.17150791864,0.567604603447,1669367.31572,1,3,6,13.0402265625,2.21653518715,1204663.61752,1,3,5,12.8784302698,1.7563393751,903350.524575,1,3,5,13.18,2.56011205354,1504820.44795,1,3,5,12.7517920232,0.91575499955,676568.369227,1,2,5
2016-10-11,13.114,13.164,12.645,12.555,246588.0,318770.0,311810526.0,4.91211155378,-5.08894393155,-0.711743772242,4.81613285884,0.301974248839,414494.809524,0,4,1,12.8426132812,-1.51541294396,830980.970495,0,4,1,12.8006201799,-0.604189239646,754364.708349,0,4,1,12.788,-2.97420333839,771417.595145,0,4,1,12.7449551957,-0.0536146402924,663347.642306,0,3,1
2016-10-12,12.565,12.824,12.555,12.196,178015.0,318770.0,223497832.5,3.54611553785,-0.711743772242,-2.30983671844,5.00199123855,0.271832591283,287793.741909,0,5,2,12.6988066406,-1.11976151174,631646.624983,0,5,2,12.7187467866,-0.639604895179,640505.442934,0,5,2,12.525,-2.0566155771,405309.173187,0,5,2,12.7344506257,-0.0824213961449,648675.397471,0,4,2
2016-10-13,12.545,12.545,12.265,12.206,110594.0,318770.0,135643541.0,2.20306772908,-2.30983671844,-1.62250305748,2.7639624949,0.0158276671975,32339.6598697,0,6,3,12.4819033203,-1.70806065838,442745.36453,0,6,3,12.5674978577,-1.18918106787,508989.151914,0,6,3,12.3386666667,-1.4876912841,240779.443314,0,6,3,12.7311811484,-0.0256742706989,645835.977178,0,5,3
2016-10-14,12.265,12.335,12.066,11.906,120856.0,318770.0,145824849.6,2.40749003984,-1.62250305748,1.16028509862,3.55544505221,-0.290028415917,-163749.569645,-1,7,4,12.2739516602,-1.66602524326,241396.21773,0,7,4,12.4003319051,-1.33014506518,348233.139917,0,7,4,12.1023333333,-1.91538794035,9293.31839481,-1,7,4,12.7248194975,-0.0499690547214,639796.9171,0,6,4
2016-10-17,11.986,12.365,12.206,11.986,118914.0,318770.0,145146428.4,2.36880478088,1.16028509862,1.22071112568,3.10503031296,-0.166793265763,-25775.4274274,0,1,5,12.2399758301,-0.276812480763,208479.338392,-1,8,5,12.3355546034,-0.522383612061,286114.415073,-1,8,5,12.1856666667,0.688572451593,91174.2229036,0,1,5,12.7245012674,-0.00250086191267,639499.529607,0,7,5
2016-10-18,12.096,12.425,12.355,12.096,91097.0,318770.0,112550343.5,1.8146812749,1.22071112568,-2.01537838932,2.66288951841,0.0271906156831,85427.6939883,1,2,6,12.297487915,0.46987090301,251283.168044,1,1,6,12.3420364023,0.0525456622418,290901.167266,1,1,6,12.292,0.872609896873,170666.366679,1,2,6,12.7214958547,-0.0236191001647,637347.900439,0,8,6
2016-10-19,12.345,12.505,12.106,12.106,97709.0,318770.0,118286515.4,1.94639442231,-2.01537838932,3.13067900215,3.29588633735,-0.0464477780752,-111492.913053,-1,3,1,12.2017439575,-0.778565168602,175210.343985,-1,2,1,12.2633576015,-0.637486377427,228613.010814,-1,2,1,12.239,-0.431174747803,128536.713246,-1,3,1,12.7201621658,-0.0104837422875,636323.544464,0,9,7
2016-10-20,12.096,12.585,12.485,12.076,128817.0,318770.0,160828024.5,2.56607569721,3.13067900215,1.52182619143,4.07689227072,0.0056096613665,291791.763966,0,1,2,12.3433719788,1.16071949824,324730.74759,0,1,2,12.337238401,0.6024516441,306219.024252,0,1,2,12.382,1.16839611079,279045.99505,0,1,2,12.718753427,-0.0110748498578,634896.91553,0,10,8
2016-10-21,12.375,12.884,12.675,12.275,154804.0,318770.0,196214070.0,3.08374501992,1.52182619143,0.236686390533,4.80473372781,-0.131588188853,527376.545704,0,2,3,12.5091859894,1.34334451644,532685.852112,0,2,3,12.4498256007,0.912580238802,447490.095539,0,2,3,12.6113333333,1.85215097184,565766.374095,0,2,3,12.7187527601,-5.24338857324e-06,634896.103832,0,11,9
2016-10-24,12.615,12.844,12.705,12.515,91221.0,318770.0,115896280.5,1.81715139442,0.236686390533,0.0787091696183,2.58953168044,-0.235465257661,548967.314935,0,3,4,12.6070929947,0.78268086663,604082.783447,0,3,4,12.5348837338,0.683207426641,509812.960205,0,3,4,12.688,0.607918803193,621221.335241,0,3,4,12.7186938277,-0.000463350032271,634853.836579,0,12,10
