,ts_code,volume_d,MACD_d,close_ama_p_change,pseudo_mean_price_p_change,ema5_p_change,backward_inference_MACD_hit,ema3_p_change,p_change,ema_slow,ema_quick,DEM,DIFF,MACD,close_ama_dist2last_max,close_ama_dist2last_min,close_ama_stationary_info,close_ama_VT,close_ama_PVT,date,close_ama,pseudo_mean_price_dist2last_max,pseudo_mean_price_dist2last_min,pseudo_mean_price_stationary_info,pseudo_mean_price_VT,pseudo_mean_price_PVT,open,pseudo_mean_price,ema5_dist2last_max,ema5_dist2last_min,ema5_stationary_info,ema5_VT,ema5_PVT,high,ema5,ema3_dist2last_max,ema3_dist2last_min,ema3_stationary_info,ema3_VT,ema3_PVT,low,ema3,dist2last_max,dist2last_min,stationary_info,VT,PVT,dist2last_big_drop,efficiency_coefficient,amplitude,review_pc,close,turnover_rate,nmc,pre_close,change,pct_chg,volume,amount,diff
166,601865.SH,-48561.42,0.0443218903208,-0.104899178986,-2.29265003372,0.265311426607,-1,0.367549589422,-0.40733197556,10.1160086449,9.86312035422,-0.211316109739,-0.252888290709,-0.0831443619409,25,31,0,-16491446.36,21036181.746,20191028,10.7484087986,1,3,0,2552792.04,19932032.7491,9.41,9.66,9,2,1,5370233.56,30059220.0725,9.79,9.72851487273,9,3,1,3497049.46,24740884.3123,9.41,9.74431596322,1,3,0,2131696.58,12315374.7442,54,-0.306127433558,3.8854805726,-2.96523517382,9.78,5.68462733333,303000.0,9.82,-0.04,-0.41,85269.41,82798.553,-0.252888290709
165,601865.SH,-2808.23,-0.00102252070477,-0.882957680683,-0.862663906142,-0.817236326589,-1,-1.30494518125,-2.96523517382,10.0696376342,9.8057172228,-0.22183697007,-0.263920411393,-0.0841668826457,26,32,0,-16573907.54,20963372.0138,20191029,10.6535048976,2,4,0,2470330.86,19860896.4655,9.69,9.57666666667,1,3,0,5287772.38,29991829.8006,9.75,9.64900991516,1,4,0,3414588.28,24633276.9928,9.49,9.61715798161,2,4,0,2049235.4,12070857.9528,55,-0.58842017907,2.7397260274,-1.47523709168,9.49,5.497412,303000.0,9.78,-0.29,-2.97,82461.18,79321.82,-0.263920411393
164,601865.SH,-25919.6,-0.0100527843474,-0.576845421637,-1.70553428472,-1.03295542853,1,-1.38896533736,-1.47523709168,10.0163311428,9.73560688083,-0.233614428444,-0.28072426194,-0.094219666993,27,33,0,-16630449.12,20930756.2622,20191030,10.5920506423,3,5,0,2413789.28,19764462.8623,9.57,9.41333333333,2,4,0,5231230.8,29933424.8686,9.57,9.54933994344,2,5,0,3358046.7,24554742.6981,9.32,9.4835789908,3,5,0,1992693.82,11987445.7167,56,-0.491406718037,2.67379679144,-2.45989304813,9.35,3.76943866667,303000.0,9.49,-0.14,-1.48,56541.58,53293.431,-0.28072426194
163,601865.SH,8179.98,-0.0264582288938,-0.45714907276,-2.16005665722,-1.49867232004,1,-1.91688702734,-2.45989304813,9.94993624331,9.64089812994,-0.24869916543,-0.309038113373,-0.120677895887,28,34,0,-16695170.68,20901168.8611,20191031,10.543629181,4,6,-1,2349067.72,19624660.6257,9.37,9.21,3,5,0,5166509.24,29836428.4582,9.43,9.40622662896,3,6,0,3293325.14,24430678.7793,9.08,9.3017894954,4,6,-1,1927972.26,11828237.6012,57,-0.431056319864,3.83771929825,1.75438596491,9.12,4.31477066667,303000.0,9.35,-0.23,-2.46,64721.56,59914.368,-0.309038113373
162,601865.SH,-11704.67,0.0146989674827,-0.0656402069167,0.361925443359,-0.447315854122,1,-0.117125287628,1.75438596491,9.9003113364,9.58537534072,-0.26194653148,-0.314935995682,-0.105978928404,29,35,0,-16748187.57,20897688.8214,20191101,10.536708321,5,1,0,2402084.61,19643848.7871,9.13,9.24333333333,4,6,0,5113492.35,29812713.1627,9.34,9.36415108597,4,7,0,3240308.25,24424469.1608,9.11,9.2908947477,5,1,1,1980989.15,11921249.6889,58,-0.249886067554,2.47844827586,0.0,9.28,3.53445933333,303000.0,9.12,0.16,1.75,53016.89,49147.566,-0.314935995682
161,601865.SH,-5969.41,0.0195448516533,-0.0208638182523,0.757302560404,-0.29955050632,0,-0.0586313159112,0.0,9.85436234852,9.53839451907,-0.272750791074,-0.315967829449,-0.0864340767508,30,36,0,-16795235.05,20896707.2314,20191104,10.5345099614,6,2,1,2449132.09,19679477.9642,9.39,9.31333333333,5,7,0,5066444.87,29798620.0663,9.41,9.33610072398,5,8,-1,3193260.77,24421710.7052,9.25,9.28544737385,1,2,0,1933941.67,11921249.6889,59,-0.195579066605,1.72413793103,0.215517241379,9.28,3.13649866667,303000.0,9.28,0.0,0.0,47047.48,43958.889,-0.315967829449
160,601865.SH,-3069.6,0.0243072918485,-0.0499370159562,-0.393700787402,-0.128892939528,0,0.078362547132,0.215517241379,9.81329847085,9.50171843921,-0.280516639187,-0.311580031638,-0.0621267849023,31,37,0,-16839212.93,20894511.1073,20191105,10.5292493414,1,3,-1,2405154.21,19662163.8382,9.25,9.27666666667,6,8,0,5022466.99,29792951.628,9.34,9.32406714932,6,1,0,3237238.65,24425156.9239,9.19,9.29272368693,2,3,0,1977919.55,11930727.6803,60,-0.235157721592,1.61290322581,0.10752688172,9.3,2.93185866667,303000.0,9.28,0.02,0.22,43977.88,40989.718,-0.311580031638
159,601865.SH,5790.78,0.0248833149278,-0.0217400436823,0.467121810995,-0.0502897469368,0,0.0929561324365,0.10752688172,9.77601710264,9.47222329472,-0.285172072934,-0.303793807921,-0.0372434699745,32,38,0,-16888981.59,20893429.1344,20191106,10.526960278,2,1,1,2454922.87,19685411.8648,9.3,9.32,7,9,0,4972698.33,29790448.7747,9.43,9.31937809955,7,2,1,3287007.31,24429783.226,9.22,9.30136184346,3,4,1,2027688.21,11936079.1491,61,-0.198118357661,2.25563909774,-0.537056928034,9.31,3.31791066667,303000.0,9.3,0.01,0.11,49768.66,46471.39,-0.303793807921
158,601865.SH,4857.34,0.0163666962918,-0.123382729744,-0.250357653791,-0.212382195868,0,-0.222342943747,-0.537056928034,9.73779361355,9.43957355707,-0.287781669644,-0.298220056485,-0.0208767736827,33,39,0,-16943607.59,20886689.2294,20191107,10.5139718271,1,2,0,2400296.87,19671735.8276,9.31,9.29666666667,8,10,0,4918072.33,29778847.1849,9.39,9.2995853997,1,3,0,3232381.31,24417637.5204,9.24,9.28068092173,1,5,0,1973062.21,11906741.8774,62,-0.295860220032,1.61987041037,-0.215982721382,9.26,3.64173333333,303000.0,9.31,-0.05,-0.54,54626.0,50864.453,-0.298220056485
157,601865.SH,-11405.78,0.01404731768,-0.920748004467,-0.32269630692,-0.213577262273,0,-0.219169919074,-0.215982721382,9.70092001255,9.4088699329,-0.288635351644,-0.292050079646,-0.00682945600267,34,40,0,-16986827.81,20846894.2981,20191108,10.4171646413,2,3,0,2357076.65,19657788.8222,9.25,9.26666666667,9,11,0,4874852.11,29769616.3286,9.32,9.2797235998,2,4,0,3189161.09,24408164.9482,9.24,9.26034046087,2,6,0,1929841.99,11897407.0567,63,-0.590176393315,0.865800865801,-3.4632034632,9.24,2.881348,303000.0,9.26,-0.02,-0.22,43220.22,40225.343,-0.292050079646
156,601865.SH,29233.24,-0.0264178400838,-1.58327685725,-3.1654676259,-1.29214911748,-1,-1.83762390975,-3.4632034632,9.64307408569,9.333659174,-0.292791263655,-0.309414911698,-0.0332472960865,35,41,0,-17059281.27,20732180.4117,20191111,10.2522320843,3,4,0,2284623.19,19428439.7402,9.17,8.97333333333,10,12,0,4802398.65,29675995.6542,9.18,9.1598157332,3,5,0,3116707.63,24275022.7378,8.82,9.09017023043,3,7,0,1857388.53,11646485.9831,0,-0.685095645921,4.03587443946,-0.112107623318,8.92,4.83023066667,303000.0,9.24,-0.32,-3.46,72453.46,65147.512,-0.309414911698
155,601865.SH,-32400.02,-0.0107530213193,-1.02951342536,-0.965824665676,-0.909100286424,0,-0.991016811927,-0.112107623318,9.58877230157,9.26848083953,-0.298291303331,-0.320291462034,-0.0440003174058,36,42,0,-17099334.71,20690944.8575,20191112,10.1466839786,4,5,-1,2244569.75,19389755.1399,8.87,8.88666666667,11,13,0,4762345.21,29639583.0605,8.97,9.07654382213,4,6,0,3076654.19,24235329.1054,8.78,9.00008511522,4,8,0,1817335.09,11641995.6871,0,-0.598211396405,2.13243546577,-0.3367003367,8.91,2.67022933333,303000.0,8.92,-0.01,-0.11,40053.44,35679.59,-0.320291462034
154,601865.SH,2291.42,-0.0028233461785,-0.786259733379,0.337584396099,-0.72180125675,1,-0.667133219737,-0.3367003367,9.5362706496,9.20871455653,-0.304144261279,-0.327556093071,-0.0468236635843,37,43,0,-17141679.57,20657650.7991,20191113,10.0669046882,5,1,0,2286914.61,19404050.1039,8.89,8.91666666667,12,14,0,4720000.35,29609018.4873,9.03,9.01102921476,5,7,-1,3034309.33,24207079.4426,8.84,8.94004255761,5,9,-1,1774990.23,11627738.1585,0,-0.548501280022,2.13963963964,1.35135135135,8.88,2.82299066667,303000.0,8.91,-0.03,-0.34,42344.86,37924.662,-0.327556093071
153,601865.SH,940.87,0.0215468447945,-0.0028643317442,0.336448598131,-0.0407989457228,1,0.33533085556,1.35135135135,9.49654689778,9.17660462476,-0.307303863628,-0.319942273022,-0.0252768187898,38,44,0,-17184965.3,20657526.8144,20191114,10.0666163387,6,2,1,2330200.34,19418613.5271,8.88,8.94666666667,13,15,0,4676714.62,29607252.4751,9.01,9.00735280984,6,1,1,3077595.06,24221594.4835,8.83,8.9700212788,6,1,1,1818275.96,11686232.3882,0,-0.152742181339,2.0,-1.55555555556,9.0,2.88571533333,303000.0,8.88,0.12,1.35,43285.73,38862.962,-0.319942273022
152,601865.SH,-7236.73,0.00256451295651,-0.85552276325,-0.447093889717,-0.545305644354,0,-0.613272117113,-1.55555555556,9.44939527572,9.12789622095,-0.310142901857,-0.321499054773,-0.0227123058333,39,45,0,-17221014.3,20626686.0743,20191115,9.98049414442,1,3,0,2294151.34,19402496.2395,9.0,8.90666666667,14,16,0,4640665.62,29587594.752,9.01,8.95823520656,1,2,0,3041546.06,24199486.6369,8.85,8.9150106394,1,2,-1,1782226.96,11630156.166,0,-0.575834064974,1.80586907449,0.112866817156,8.86,2.40326666667,303000.0,9.0,-0.14,-1.56,36049.0,32234.999,-0.321499054773
151,601865.SH,-2765.78,0.00972938418703,-0.717841564744,-0.261976047904,-0.328320643979,0,-0.252442993187,0.112866817156,9.40647710715,9.08821987926,-0.311765767062,-0.318257227886,-0.0129829216462,40,46,0,-17254297.52,20602793.9956,20191118,9.90885000909,2,4,-1,2260868.12,19393776.833,8.86,8.88333333333,15,17,-1,4607382.4,29576667.1837,8.96,8.92882347104,2,3,-1,3008262.84,24191084.5212,8.82,8.8925053197,2,1,0,1815510.18,11633912.7371,0,-0.553623489718,1.57835400225,1.57835400225,8.87,2.21888133333,303000.0,8.86,0.01,0.11,33283.22,29671.193,-0.318257227886
150,601865.SH,18260.85,0.0303323395688,-0.130845625336,0.712945590994,0.303050486718,0,0.6606387968,1.57835400225,9.37710843254,9.07618605168,-0.309597089822,-0.300922380861,0.0173494179225,41,47,0,-17305841.59,20596049.6795,20191119,9.89588471233,3,1,0,2312412.19,19430524.9505,8.87,8.94666666667,16,1,1,4658926.47,29592287.6392,9.01,8.95588231403,3,1,1,3059806.91,24225136.5336,8.82,8.95125265985,3,2,1,1867054.25,11715267.5263,0,-0.327670901247,2.10876803552,-0.665926748058,9.01,3.43627133333,303000.0,8.87,0.14,1.58,51544.07,46298.227,-0.300922380861
149,601865.SH,-9191.07,0.0160891931345,-0.230656149177,0.186289120715,-0.0218936702511,0,-0.00699712039262,-0.665926748058,9.34547077087,9.05677281296,-0.30541726344,-0.288697957912,0.033438611057,42,48,0,-17348194.59,20586280.6997,20191120,9.87305924572,4,2,1,2354765.19,19438414.8536,9.05,8.96333333333,1,2,0,4616573.47,29591360.3766,9.06,8.95392154268,1,2,0,3017453.91,24224840.1846,8.88,8.95062632993,1,3,0,1824701.25,11687063.5307,0,-0.387140733603,2.01117318436,-1.11731843575,8.95,2.82353333333,303000.0,9.01,-0.06,-0.67,42353.0,38140.618,-0.288697957912
148,601865.SH,8900.66,0.00113681633094,-0.318774256873,-1.00409074005,-0.386875337949,-1,-0.562118930096,-1.11731843575,9.30876923229,9.02496161097,-0.301095335017,-0.283807621323,0.034575427388,43,49,0,-17399448.25,20569942.3523,20191121,9.84158647448,1,3,-1,2303511.53,19386951.5282,8.97,8.87333333333,2,3,-1,4565319.81,29571531.5996,8.97,8.91928102846,2,3,-1,2966200.25,24196029.5321,8.8,8.90031316496,2,4,-1,1773447.59,11629796.8715,0,-0.42097898857,1.9209039548,10.0564971751,8.85,3.41691066667,303000.0,8.95,-0.1,-1.12,51253.66,45505.412,-0.283807621323
147,601865.SH,135429.37,0.117985532402,-0.0616438285683,6.42374154771,3.06720900084,0,4.71717578626,10.0564971751,9.34071225212,9.13496751697,-0.282025215043,-0.205744735148,0.15256095979,44,50,-1,-17586131.28,20558434.4956,20191122,9.83551974379,2,1,0,2490194.56,20586155.0643,8.85,9.44333333333,3,1,0,4752002.84,30144127.4695,9.74,9.19285401897,3,1,0,3152883.28,25076646.2009,8.85,9.32015658248,3,1,0,1960130.62,13507174.2353,1,0.287385318724,9.13757700205,4.41478439425,9.74,12.4455353333,303000.0,8.85,0.89,10.06,186683.03,178479.147,-0.205744735148
146,601865.SH,202196.96,0.125979079329,0.706916070489,7.05965407695,3.54313607436,0,4.55916920493,4.41478439425,9.40214097419,9.29420328359,-0.247207710153,-0.107937690594,0.278540039119,45,1,1,-17197251.29,20833340.01,20191125,9.90504861347,3,2,1,2879074.55,23331513.2711,10.03,10.11,4,2,0,5140882.83,31521982.1907,10.33,9.51856934598,4,2,1,3541763.27,26849615.8757,9.83,9.74507829124,4,2,1,2349010.61,15223995.5464,2,0.644380407201,4.91642084562,-5.70304818092,10.17,25.9253326667,303000.0,9.74,0.43,4.41,388879.99,392980.947,-0.107937690594
145,601865.SH,-157713.05,-0.00516128183022,-0.204141957087,-3.85756676558,0.250144923476,-1,-0.795674937676,-5.70304818092,9.41605645758,9.33971047073,-0.213035365492,-0.0763459868477,0.273378757288,1,2,0,-17428418.23,20786149.1385,20191126,9.88482825338,1,3,0,2647907.61,22439771.3661,9.87,9.72,5,3,0,5372049.77,31579807.4272,10.0,9.54237956399,1,3,-1,3310596.33,26665682.1351,9.57,9.66753914562,1,3,-1,2117843.67,13905639.3498,3,0.302513110637,4.48383733055,1.4598540146,9.59,15.4111293333,303000.0,10.17,-0.58,-5.7,231166.94,225648.689,-0.0763459868477
144,601865.SH,-41352.6,0.00418739373901,-0.126471592883,-1.16598079561,0.655393604062,1,0.323044227899,1.4598540146,9.4393115348,9.3997550137,-0.178339596614,-0.0395565210998,0.277566151027,2,3,0,-17618232.57,20762143.0165,20191127,9.87232675364,2,4,-1,2458093.27,22218451.4909,9.56,9.60666666667,6,4,1,5561864.11,31704210.5316,9.8,9.60491970932,2,1,1,3500410.67,26727000.562,9.29,9.69876957281,2,1,1,2307658.01,14182740.576,4,0.354512278648,5.24152106886,-2.26104830421,9.73,12.6542893333,303000.0,9.59,0.14,1.46,189814.34,181329.517,-0.0395565210998
143,601865.SH,-64629.34,-0.0367538949801,-0.152049445734,0.0346981263012,-0.329413509594,-1,-0.973162478978,-2.26104830421,9.4445477174,9.41671578082,-0.148238064608,-0.0278319365839,0.240812256047,3,4,0,-17743417.57,20743108.7067,20191128,9.85731593553,3,1,0,2583278.27,22222795.1758,9.55,9.61,1,5,-1,5436679.11,31662972.9014,9.84,9.57327980622,1,2,-1,3375225.67,26605175.2171,9.48,9.60438478641,1,2,-1,2182473.01,13899691.2441,5,0.218475497577,3.78548895899,2.20820189274,9.51,8.34566666667,303000.0,9.73,-0.22,-2.26,125185.0,120769.321,-0.0278319365839
142,601865.SH,26742.82,-0.00615407063645,-0.106185957717,0.520291363163,0.51086704088,1,0.601887659471,2.20820189274,9.46495159019,9.46337489146,-0.118905791431,-0.00157669872572,0.234658185411,4,5,-1,-17895345.39,20726976.1056,20191129,9.8468488502,4,2,0,2735206.09,22301841.9084,9.53,9.66,2,1,0,5588606.93,31740587.8172,9.85,9.62218653748,2,1,0,3527153.49,26696618.6971,9.41,9.6621923932,2,1,0,2334400.83,14235178.5438,6,0.340903736881,4.52674897119,4.62962962963,9.72,10.1285213333,303000.0,9.51,0.21,2.21,151927.82,147917.245,-0.00157669872572
141,601865.SH,121438.11,0.0434455581583,0.352707674311,5.86611456177,1.89774420602,1,2.62780736572,4.62962962963,9.51717739832,9.57208644662,-0.084142823485,0.0549090482996,0.278103743569,5,1,0,-17621979.46,20823394.367,20191202,9.88157944177,5,3,0,3008572.02,23905437.7711,9.9,10.2266666667,3,2,0,5861972.86,32259366.427,10.61,9.80479102499,3,2,0,3800519.42,27414971.7015,9.9,9.9160961966,3,2,0,2607766.76,15500761.553,7,0.428218913175,6.98131760079,3.83480825959,10.17,18.2243953333,303000.0,9.72,0.45,4.63,273365.93,280063.252,0.0549090482996
140,601865.SH,19789.18,0.0639641822891,0.835584198573,3.19426336375,2.567482819,0,3.24676057307,3.83480825959,9.59442351697,9.72407314714,-0.0413843327527,0.129649630176,0.342067925858,6,2,0,-17328824.35,21068350.1446,20191203,9.96414835815,6,4,1,3301727.13,24841852.3988,10.42,10.5533333333,4,3,0,6155127.97,33012037.1352,10.87,10.05652735,4,3,0,4093674.53,28366776.1544,10.23,10.2380480983,4,3,1,2900921.87,16624955.1902,8,0.463711574002,6.06060606061,-1.23106060606,10.56,19.543674,303000.0,10.17,0.39,3.83,293155.11,310738.961,0.129649630176
139,601865.SH,-110484.7,0.00632173788438,0.526525711108,-1.23183828174,1.23791124912,-1,0.937443836249,-1.23106060606,9.65631807126,9.83267727835,0.0021643752151,0.176359207086,0.348389663743,7,3,0,-17146153.94,21164530.8122,20191204,10.0166121612,1,5,-1,3119056.72,24616831.9949,10.36,10.4233333333,5,4,0,6337798.38,33238166.8907,10.63,10.1810182333,5,4,0,4276344.94,28538019.4043,10.21,10.3340240492,1,4,-1,2718251.46,16400076.8446,9,0.441304288625,4.02684563758,6.5196548418,10.43,12.1780273333,303000.0,10.56,-0.13,-1.23,182670.41,190221.929,0.176359207086
138,601865.SH,190671.57,0.0724517393741,1.82728939609,5.3086024944,3.04154831859,-1,3.75447138094,6.5196548418,9.76399821413,10.0291884663,0.0547695506047,0.265190252163,0.420841403117,8,4,0,-16772811.96,21846734.6533,20191205,10.199644653,2,1,0,3492398.7,26598756.1612,10.5,10.9766666667,6,5,0,6711140.36,34373704.5622,11.48,10.4906788222,6,5,0,4649686.92,29939721.1836,10.34,10.7220120246,2,1,1,3091593.44,18834137.6921,10,0.565431755732,10.2610261026,-0.810081008101,11.11,24.8894653333,303000.0,10.43,0.68,6.52,373341.98,411858.691,0.265190252163
137,601865.SH,-77034.95,0.0108643182937,0.763562409019,0.121469784391,1.68187774675,-1,1.38960847433,-0.810081008101,9.85703538346,10.1816210099,0.108732765781,0.324585626486,0.431705721411,9,5,0,-16476504.93,22072983.563,20191206,10.2775253054,3,2,0,3788705.73,26634748.5122,11.06,10.99,7,6,0,7007447.39,34872056.7621,11.25,10.6671192148,7,6,0,4945993.95,30351471.9435,10.7,10.8710060123,1,2,-1,2795286.41,18594104.9945,11,0.394945190662,4.99092558984,0.0,11.02,19.753802,303000.0,11.11,-0.09,-0.81,296307.03,325584.922,0.324585626486
136,601865.SH,-74585.36,-0.0178037747873,0.461976854103,0.454959053685,1.10270566989,-1,0.685281507268,0.0,9.94318091061,10.310602393,0.160470509109,0.367421482421,0.413901946623,10,6,0,-16254783.26,22175413.8426,20191209,10.3250050935,4,3,1,4010427.4,26735622.7934,10.92,11.04,8,7,1,7229169.06,35116550.5048,11.26,10.7847461432,8,7,1,5167715.62,30503413.7037,10.84,10.9455030061,2,1,0,2573564.74,18594104.9945,12,0.301734091047,3.8112522686,-2.4500907441,11.02,14.7814446667,303000.0,11.02,0.0,0.0,221721.67,245025.022,0.367421482421
135,601865.SH,-27471.49,-0.0702439815652,0.509009556842,-2.86835748792,-0.107392863793,0,-0.893074562375,-2.4500907441,10.0029452876,10.3782020249,0.203427754741,0.37525673727,0.343657965058,11,7,0,-16060533.08,22274289.0406,20191210,10.3775603562,1,4,-1,3816177.22,26178443.835,10.92,10.7233333333,1,8,-1,7034918.88,35095689.4217,10.92,10.7731640955,1,8,-1,4973465.44,30329933.8092,10.5,10.8477515031,3,2,-1,2379314.56,18118174.4265,13,0.468417055741,3.90697674419,1.20930232558,10.75,12.950012,303000.0,11.02,-0.27,-2.45,194250.18,207867.775,0.37525673727
134,601865.SH,9912.08,-0.0491593166147,0.588079508785,1.33664905191,0.33056182808,0,0.148641388582,1.20930232558,10.0679123033,10.4554017134,0.240240085797,0.387489410018,0.294498648443,12,8,1,-15856370.82,22394352.6822,20191211,10.4385886622,2,1,1,4020339.48,26451337.1263,10.73,10.8666666667,2,1,1,7239081.14,35163177.6716,11.11,10.8087760636,2,1,1,5177627.7,30360280.771,10.61,10.8638757515,4,1,1,2583476.82,18365068.3223,14,0.463122086648,4.59558823529,-4.13602941176,10.88,13.6108173333,303000.0,10.75,0.13,1.21,204162.26,222352.829,0.387489410018
133,601865.SH,-34085.71,-0.108066556512,-0.00684205562789,-3.15950920245,-1.16811271821,0,-1.99687368237,-4.13602941176,10.0947336142,10.4514937575,0.263544097288,0.356760143254,0.186432091932,1,9,-1,-16026447.37,22393189.009,20191212,10.4378744481,1,2,-1,3850262.93,25913978.7015,10.77,10.5233333333,1,2,0,7069004.59,34964509.0904,10.77,10.6825173758,1,2,0,5007551.15,30020659.3843,10.37,10.6469378758,1,2,-1,2413400.27,17661626.7092,15,0.361625893302,3.83509108341,1.24640460211,10.43,11.3384366667,303000.0,10.88,-0.45,-4.14,170076.55,179353.654,0.356760143254
132,601865.SH,-45321.42,-0.0657198722131,0.0881056056552,0.253405131454,-0.382298701875,0,-0.408276430192,1.24640460211,10.1291977909,10.4681870255,0.278633124753,0.338989234612,0.120712219718,2,1,0,-15901692.24,22404180.6352,20191213,10.4470708006,2,1,0,3975018.06,25945592.2916,10.62,10.55,2,3,-1,6944249.46,34916815.3662,10.66,10.6416782505,2,3,-1,4882796.02,29969724.8052,10.43,10.6034689379,2,1,0,2538155.4,17817122.0774,16,0.338071781231,2.17803030303,3.50378787879,10.56,8.31700866667,303000.0,10.43,0.13,1.25,124755.13,132039.942,0.338989234612
131,601865.SH,61700.21,-0.00537529552172,0.304623332567,2.65402843602,0.903121176637,1,1.53973696735,3.50378787879,10.1885164731,10.5392351755,0.293050240277,0.350718702376,0.115336924197,3,2,0,-15715236.9,22460979.2823,20191216,10.4788950159,3,2,0,4161473.4,26440450.066,10.62,10.83,3,1,0,7130704.8,35085207.1322,11.07,10.7377855003,3,1,0,5069251.36,30256816.9849,10.49,10.7667344689,3,2,1,2724610.74,18470422.0376,17,0.308192471624,5.30649588289,-0.0914913083257,10.93,12.430356,303000.0,10.56,0.37,3.5,186455.34,203325.513,0.350718702376
130,601865.SH,-18344.67,-0.0160350027287,0.135172203981,1.04647583872,0.565648909185,1,0.711754949935,-0.0914913083257,10.242700438,10.5978143792,0.305462980461,0.355113941195,0.099301921468,4,3,0,-15547126.23,22483703.1721,20191217,10.4930595692,4,3,0,4329584.07,26616373.8204,10.97,10.9433333333,4,2,0,7298815.47,35180298.7493,11.11,10.7985236669,4,2,0,5237362.03,30376470.5864,10.8,10.8433672345,1,3,-1,2556500.07,18455041.3725,18,0.177394746,2.83882783883,2.01465201465,10.92,11.207378,303000.0,10.93,-0.01,-0.09,168110.67,183980.773,0.355113941195
129,601865.SH,33131.07,0.00725407683682,0.426292317687,0.883338409991,1.05408339029,1,1.36780743064,2.01465201465,10.3091670723,10.6812275517,0.318782480249,0.372060479402,0.106555998305,5,4,0,-15345884.49,22569490.9798,20191218,10.537790676,5,4,0,4530825.81,26794138.379,10.87,11.04,5,3,0,7500057.21,35392424.3249,11.22,10.9123491113,5,3,0,5438603.77,30651730.5338,10.76,10.9916836172,2,1,0,2757741.81,18860473.4494,19,0.318727614581,4.12926391382,0.8078994614,11.14,13.416116,303000.0,10.92,0.22,2.01,201241.74,222706.472,0.372060479402
128,601865.SH,-56692.01,0.00463549476267,0.0965215664509,0.905797101449,0.970310136705,-1,1.08407588438,0.8078994614,10.3773769188,10.7656540822,0.332681416883,0.388277163416,0.111191493067,6,5,0,-15201334.76,22583443.1462,20191219,10.5479619167,6,5,0,4675375.54,26925071.1055,11.09,11.14,6,4,0,7644606.94,35532682.3932,11.25,11.0182327408,6,4,0,5583153.5,30808433.4102,10.94,11.1108418086,3,2,0,2902291.54,18977255.0984,20,0.0795559061976,2.76046304541,3.47284060552,11.23,9.63664866667,303000.0,11.14,0.09,0.81,144549.73,160667.804,0.388277163416
127,601865.SH,184665.48,0.0407883883399,0.628346165502,5.14661879114,1.82051959787,0,2.29126739518,3.47284060552,10.4694230729,10.8970919157,0.351678902058,0.427668842762,0.151979881407,7,6,1,-14872119.55,22790304.261,20191220,10.6142396309,7,6,1,5004590.75,28619416.2916,11.36,11.7133333333,7,5,1,7973822.15,36132025.1349,12.19,11.2188218272,7,5,1,5912368.71,31562753.4868,11.33,11.3654209043,4,3,1,3231506.75,20120567.0477,21,0.294587397822,7.40103270224,-9.46643717728,11.62,21.9476806667,303000.0,11.23,0.39,3.47,329215.21,389195.827,0.427668842762
126,601865.SH,-128896.9,-0.129212904149,-4.45048601343e-05,-8.33807626636,-2.07633753939,-1,-3.71926790669,-9.46643717728,10.473169512,10.8390777748,0.354524774216,0.365908262845,0.0227669772584,1,7,0,-15072437.86,22790295.3459,20191223,10.6142349071,1,7,0,4804272.44,26949146.9452,11.15,10.7366666667,1,6,0,7773503.84,35716096.708,11.23,10.9858812182,1,6,0,5712050.4,30817716.0253,10.46,10.9427104522,1,4,-1,3031188.44,18224266.3506,22,-0.136947448237,7.31939163498,0.760456273764,10.52,13.354554,303000.0,11.62,-1.1,-9.47,200318.31,215313.176,0.365908262845
125,601865.SH,-95880.37,-0.0784350707958,-0.000467124067942,-1.14871158025,-1.17083982762,0,-1.56593036822,0.760456273764,10.4825643629,10.8022965787,0.347566262524,0.319732215755,-0.0556680935374,2,8,-1,-15176875.8,22790246.5604,20191224,10.6141853254,2,8,-1,4699834.5,26829177.8741,10.52,10.6133333333,2,7,-1,7669065.9,35593816.6084,10.77,10.8572541454,2,7,-1,5607612.46,30654173.4835,10.47,10.7713552261,2,1,0,3135626.38,18303686.8373,23,-0.0254074314431,2.83018867925,10.0,10.6,6.96252933333,303000.0,10.52,0.08,0.76,104437.94,111039.051,0.319732215755
124,601865.SH,132094.16,0.0827126873672,0.432396731432,6.72110552764,2.46454534395,1,4.12503698593,10.0,10.5697818175,10.9342509512,0.350946836752,0.364469133667,0.0270445938298,3,1,0,-14940343.7,22892522.2673,20191225,10.6600807158,3,1,0,4936366.6,28418935.0789,10.66,11.3266666667,3,1,0,7905598.0,36176760.6941,11.66,11.124836097,3,1,0,5844144.56,31629877.1443,10.66,11.215677613,3,2,0,3372158.48,20669007.8373,24,0.228509386711,8.57632933105,2.05831903945,11.66,15.7688066667,303000.0,10.6,1.06,10.0,236532.1,270789.039,0.364469133667
