date,open,high,close,low,volume,nmc,amount,turnover_rate,p_change,review_pc,amplitude,ema5,MACD,DIFF,DEM,ema_quick,ema_slow,K,D,J,high_d,low_d,ema5_d,MACD_d,DIFF_d,DEM_d,K_d,D_d,ema_quick_d,ema_slow_d,MACD_d_d,ema5_d_d
2015-12-25,17.33,17.49,17.4,17.01,66907.0,175638.0,116418180.0,1.66850374065,-0.176011151358,-4.02298850575,2.75862068966,17.4,0.00169238290123,-0.174,-0.174,17.4,17.574,60.4166666667,53.4722222222,74.3055555556,-0.00173344635913,-0.00170930641017,-0.00209222358128,0.154076315829,7.59641949503e-05,-0.0201543541728,0.0327782787222,0.0035984541531,-0.00216724768874,-0.00220290520808,-0.0843865518818,-0.648724364278
2015-12-28,17.42,17.65,16.7,16.44,75997.0,175638.0,126914990.0,1.89518703242,-4.02298850575,1.31736526946,7.24550898204,17.1666666667,0.189055270655,-0.0558404558405,-0.150368091168,17.2923076923,17.3481481481,47.440312213,51.4615855525,39.3977655341,0.00914808461978,-0.0335097001764,-0.0134099616858,110.709513561,0.679077839997,0.135815567999,-0.214781039232,-0.0376015169404,-0.00618921308576,-0.0128514767186,717.536868986,-5.40943052444
2015-12-29,16.57,17.17,16.92,16.1,96208.0,175638.0,162783936.0,2.39920199501,1.31736526946,-0.531914893617,6.32387706856,17.0844444444,0.110342730335,-0.0814038847087,-0.136575249876,17.2350295858,17.3164334705,57.1720461483,53.3650724177,64.7859936093,-0.0271954674221,-0.0206812652068,-0.00478964401294,-0.416346711983,-0.457794057794,0.0917271821749,0.205136380459,0.0369885001563,-0.00331234601697,-0.00182813043616,-1.00376071305,0.642829403606
2015-12-30,16.86,17.17,16.83,16.56,43335.0,175638.0,72932805.0,1.08067331671,-0.531914893617,-1.18835412953,3.62448009507,16.9996296296,0.0462259681999,-0.107684019751,-0.130797003851,17.1727173418,17.2804013616,52.8687957928,53.1996468761,52.2070936263,0.0,0.0285714285714,-0.00496444675685,-0.581069200848,-0.322836374905,0.0423081490257,-0.0752684335326,-0.00309988414043,-0.00361544165961,-0.0020808042827,-0.395637780063,-0.0364959782884
2015-12-31,16.81,16.89,16.63,16.63,40959.0,175638.0,68114817.0,1.02142144638,-1.18835412953,-9.98196031269,1.56343956705,16.8764197531,-0.0195265806889,-0.143001116782,-0.133237826437,17.0892223662,17.2322234829,35.2458638619,47.215052538,11.3074865096,-0.0163075131043,0.0042270531401,-0.00724779770075,-1.42241582922,-0.327969712795,-0.018661150594,-0.333333333333,-0.112493121468,-0.00486207127295,-0.00278800692342,-1.44792845181,-0.459940665241
2016-01-04,16.63,16.69,14.97,14.97,43778.0,175638.0,65535666.0,1.09172069825,-9.98196031269,3.54041416166,11.4896459586,16.2409465021,-0.269160625081,-0.301463217113,-0.166882904572,16.763188156,17.0646513731,23.4972425746,39.3091158836,-8.12650404334,-0.0118413262285,-0.0998196031269,-0.037654506129,-12.7843194039,-1.10811792172,-0.252518965783,-0.333333333333,-0.167445258016,-0.0190783526127,-0.00972434636851,-7.98775107899,-4.19530313672
2016-01-05,13.75,16.0,15.5,13.75,128012.0,175638.0,198418600.0,3.192319202,3.54041416166,0.258064516129,14.5161290323,15.9939643347,-0.340826960339,-0.379899754784,-0.209486274615,16.5688515166,16.9487512714,41.590754309,40.0696620254,44.6329388762,-0.0413421210306,-0.0814963259853,-0.015207375218,-0.266258615042,-0.260186096408,-0.2552890013,0.770027022403,0.0193478312782,-0.0115930596002,-0.00679182358766,0.979173031694,0.596133988163
2016-01-06,15.4,15.8,15.54,15.15,58422.0,175638.0,90787788.0,1.45690773067,0.258064516129,-9.97425997426,4.18275418275,15.8426428898,-0.358954212558,-0.433832657464,-0.254355551185,16.4105666679,16.8443993254,47.7271695393,42.62216453,57.9371795579,-0.0125,0.101818181818,-0.00946115933079,-0.0531860865738,-0.141966142384,-0.214187190317,0.147542773203,0.0637016230144,-0.00955315753475,-0.00615691058048,0.800246513844,0.377857178168
2016-01-07,15.58,15.58,13.99,13.99,15096.0,175638.0,21119304.0,0.376458852868,-9.97425997426,-0.500357398142,11.3652609006,15.2250952599,-0.544695985919,-0.594790542384,-0.322442549424,16.0381717959,16.6329623383,31.8181130262,39.0208140287,17.4127110211,-0.0139240506329,-0.0765676567657,-0.038980089006,-0.517452552059,-0.371013758764,-0.267684341556,-0.333333333333,-0.0844947820219,-0.0226923834819,-0.0125523613505,-8.72909618648,-3.12001189739
2016-01-08,14.31,14.9,13.92,13.12,79843.0,175638.0,111141456.0,1.99109725686,-0.500357398142,-9.98563218391,12.7873563218,14.7900635066,-0.635616645982,-0.719702953163,-0.401894630172,15.7122992119,16.4320021651,36.1933487591,38.0783256055,32.4233950661,-0.0436456996149,-0.0621872766262,-0.0285733353956,-0.166920011187,-0.210010754843,-0.246406936335,0.137507706042,-0.0241534792826,-0.0203185617496,-0.012082043422,0.677419677374,0.26697613771
