date,open,high,close,low,volume,nmc,amount,turnover_rate,p_change,review_pc,amplitude,efficiency_coefficient,PVT,stationary_info,dist2last_min,dist2last_max,ema3,ema3_p_change,ema3_PVT,ema3_stationary_info,ema3_dist2last_min,ema3_dist2last_max,ema5,ema5_p_change,ema5_PVT,ema5_stationary_info,ema5_dist2last_min,ema5_dist2last_max,pseudo_mean_price,pseudo_mean_price_p_change,pseudo_mean_price_PVT,pseudo_mean_price_stationary_info,pseudo_mean_price_dist2last_min,pseudo_mean_price_dist2last_max,close_ama,close_ama_p_change,close_ama_PVT,close_ama_stationary_info,close_ama_dist2last_min,close_ama_dist2last_max
2016-06-15,8.464,8.868,8.706,8.436,74092.0,927960.0,64504495.2,0.455110565111,-0.8729611762,-0.8729611762,4.96209510682,-1.0,-64679.439467,0,1,1,8.706,-0.4364805881,-32339.7197335,0,1,1,8.706,-0.290987058733,-21559.8131557,0,1,1,8.67,0.41138023837,30479.9846213,0,1,1,8.706,-0.234705611159,-17389.808142,0,1,1
2016-06-16,8.706,8.9,8.63,8.587,74265.0,927960.0,64090695.0,0.456173218673,-0.8729611762,-0.0926998841252,3.6268829664,-1.0,-129509.901218,0,2,2,8.668,-0.4364805881,-64754.9506088,0,2,2,8.68066666667,-0.290987058733,-43169.9670725,0,2,2,8.70566666667,0.41138023837,61031.1380238,1,2,2,8.68556652949,-0.234705611159,-34820.2203548,0,2,2
2016-06-17,8.666,8.805,8.622,8.531,81762.0,927960.0,70495196.4,0.502223587224,-0.0926998841252,0.556715379262,3.17791695662,-1.0,-137089.229143,-1,3,3,8.645,-0.265343793263,-86449.9898335,-1,3,3,8.66111111111,-0.225277116453,-61589.0746679,-1,3,3,8.65266666667,-0.608798866639,11254.5250897,0,3,1,8.66847593994,-0.196770003315,-50908.5293659,-1,3,3
2016-06-20,8.575,8.682,8.67,8.511,51156.0,927960.0,44352252.0,0.314226044226,0.556715379262,-0.692041522491,1.9723183391,-0.535167505747,-108609.897202,1,1,4,8.6575,0.144592249855,-79053.2286999,1,1,4,8.66407407407,0.0342099636519,-59839.0297674,1,1,4,8.621,-0.365975807073,-7467.33329689,-1,4,2,8.66856598026,0.00103870990524,-50855.3931219,1,1,4
2016-06-21,8.769,8.801,8.61,8.571,50290.0,927960.0,43299690.0,0.308906633907,-0.692041522491,0.929152148664,2.67131242741,-0.639360535699,-143412.665368,-1,2,1,8.63375,-0.274328616806,-92849.2148391,-1,2,1,8.64604938272,-0.208039441998,-70301.3333055,-1,2,1,8.66066666667,0.46011676913,15671.9390226,1,1,3,8.66312479975,-0.0627690960832,-54012.050964,-1,2,1
2016-06-22,8.571,8.71,8.69,8.491,48053.0,927960.0,41758057.0,0.295165847666,0.929152148664,2.27848101266,2.52013808976,-0.260124011603,-98764.1171682,0,1,2,8.661875,0.325756478934,-77195.6387569,0,1,2,8.66069958848,0.169443928815,-62159.0441941,0,1,2,8.63033333333,-0.35024247556,-1158.26265545,-1,2,1,8.66329711718,0.00198909092266,-53916.4691779,0,1,2
2016-06-23,8.666,8.908,8.888,8.571,97414.0,927960.0,86581563.2,0.598366093366,2.27848101266,-0.495049504951,3.79162916292,0.195978136793,123191.832199,1,2,3,8.7749375,1.30528898189,49957.7821249,0,2,3,8.73646639232,0.874834683582,23062.1016724,0,2,3,8.789,1.83847669074,177935.105696,1,1,2,8.67142676973,0.0938401677458,-44775.1230771,0,2,3
2016-06-24,8.817,8.92,8.844,8.491,101847.0,927960.0,90073486.8,0.625595823096,-0.495049504951,5.52917232022,4.85074626866,0.108781819353,72772.5252682,-1,3,1,8.80946875,0.393521321377,90036.7481432,0,3,4,8.77231092821,0.410286427994,64848.5435042,0,3,4,8.75166666667,-0.424773390981,134673.210145,-1,2,1,8.67473889942,0.0381959022115,-40884.9850245,0,3,4
2016-06-27,8.777,9.356,9.333,8.777,124649.0,927960.0,116334911.7,0.765657248157,5.52917232022,0.375013393335,6.20379299261,0.508782245175,761978.325811,0,1,2,9.071234375,2.97141215241,460420.301529,0,4,5,8.95920728547,2.13052591036,330416.467704,0,4,5,9.15533333333,4.61245477052,709611.084836,0,1,2,8.76759079319,1.07037104922,92535.6958901,0,4,5
2016-06-28,9.325,9.436,9.368,9.229,99680.0,927960.0,93380224.0,0.612285012285,0.375013393335,-0.256191289496,2.2096498719,0.523293797501,799359.660859,1,2,3,9.2196171875,1.63575106062,623471.967251,0,5,6,9.09547152365,1.52094079122,482023.845773,0,5,6,9.34433333333,2.06437049443,915387.53572,0,2,3,8.85620503241,1.01070227053,193282.498217,0,5,6
2016-06-29,9.388,9.555,9.344,9.333,106946.0,927960.0,99930342.4,0.656916461916,-0.256191289496,1.57320205479,2.37585616438,0.601085019441,771961.027212,-1,3,1,9.28180859375,0.674555190147,695612.946616,0,6,7,9.1783143491,0.910813971927,579431.756815,0,6,7,9.41066666667,0.709877644205,991306.110258,0,3,4,8.94651271659,1.01971085643,302336.495468,0,6,7
2016-06-30,9.325,9.622,9.491,9.309,97944.0,927960.0,92958650.4,0.601621621622,1.57320205479,-0.210725950901,3.2978611316,0.759584279484,926046.729267,1,1,2,9.38640429687,1.12688924867,805984.987188,0,7,8,9.2825428994,1.13559577865,690656.54976,0,7,8,9.474,0.672995182771,1057221.95044,0,4,5,9.09612891382,1.67234096638,466132.259079,0,7,8
2016-07-01,9.563,9.594,9.471,9.384,69903.0,927960.0,66205131.3,0.42937960688,-0.210725950901,4.31844578186,2.21729490022,0.743479989388,911316.353121,-1,2,1,9.42870214844,0.450628912038,837485.300026,0,8,9,9.34536193293,0.676743799777,737962.971596,0,8,9,9.483,0.0949968334389,1063862.51409,0,5,6,9.19542085795,1.0915846188,542437.298688,0,8,9
2016-07-04,9.717,10.126,9.88,9.622,174005.0,927960.0,171916940.0,1.06882678133,4.31844578186,5.3036437247,5.1012145749,0.801409484944,1662747.51139,0,1,2,9.65435107422,2.39321300248,1253916.32852,0,9,10,9.52357462196,1.90696401382,1069784.24482,0,9,10,9.876,4.14425814616,1784984.15281,0,6,7,9.4017412173,2.24372937949,932857.429365,0,9,10
2016-07-05,9.805,10.507,10.404,9.801,187479.0,927960.0,195053151.6,1.15159090909,5.3036437247,0.413302575932,6.78585159554,0.909543160981,2657069.33326,0,2,3,10.0291755371,3.88244077732,1981792.44301,0,10,11,9.81704974797,3.08156482901,1647512.9374,0,10,11,10.2373333333,3.65870122857,2470913.80044,0,7,8,9.7784359398,4.0066484898,1684019.88159,0,10,11
