date,open,high,close,low,volume,turnover_rate,p_change,MACD,DIFF,DEM,ema_quick,ema_slow,K,D,J,MACD_d,DIFF_d,DEM_d,K_d
2015-05-22,12.929,13.116,12.86,12.268,274371.0,7.7070505618,0.0987690513219,0.37321128661,-0.1286,-0.1286,12.86,12.9886,56.6037735849,52.2012578616,65.4088050314,-0.00980198019802,-1.77790126411,-0.355580252821,0.253
2015-05-25,12.81,14.143,14.143,12.652,325051.0,9.13064606742,0.099766718507,0.369516125356,0.102347578348,-0.0824104843305,13.0573846154,12.955037037,71.0691823899,58.4905660377,96.2264150943,-0.00990099009901,-1.79585986273,-0.359171972547,0.255555555556
2015-05-26,14.429,15.288,14.784,13.906,352684.0,9.90685393258,0.0453227745174,0.503859937241,0.232501976445,-0.0194279921754,13.3230177515,13.090515775,68.5564930356,61.845875037,81.9777290329,0.363566845033,1.27169006047,-0.764253391626,-0.0353555404719
2015-05-27,14.804,16.265,16.265,14.804,354969.0,9.97103932584,0.100175865801,0.751033028179,0.449967650436,0.074451136347,13.7756304051,13.3256627547,79.0376620238,67.5764706993,101.960044673,0.49055912699,0.935328281147,-4.83215803645,0.152883680655
2015-12-04,17.888,17.888,17.888,17.888,98253.0,2.75991573034,0.0997848140178,1.07238056384,0.744688988744,0.208498706826,14.4083026505,13.6636136617,79.0376620238,71.3968678074,94.3192504564,0.427874039621,0.654983392743,1.80047715934,-1.79798520747e-16
2015-12-07,19.679,19.679,19.679,19.679,35048.0,0.984494382022,0.100122987478,1.44237219844,1.10998133085,0.388795231631,15.2191791658,14.1091978349,79.0376620238,73.9437992129,89.2253876455,0.345018967223,0.490530070443,0.86473689717,0.0
2015-12-08,20.788,21.649,21.649,18.412,979206.0,27.5057865169,0.100106712739,1.84301670465,1.54068067204,0.619172319712,16.208382371,14.667701699,86.0251080158,77.9709021472,102.133519753,0.277767768016,0.388023950687,0.592540929873,0.0884065369998
2015-12-09,20.788,22.58,21.293,20.412,653711.0,18.3626685393,-0.0164441775602,1.94079100993,1.83216670092,0.861771195954,16.990631237,15.1584645361,70.8955824657,75.6124622534,61.4618228903,0.0530512311886,0.189193019795,0.39181156605,-0.175873368824
2015-12-10,21.748,23.421,23.421,21.085,345265.0,9.69845505618,0.0999389470718,2.15622934875,2.20941453892,1.13129986455,17.979918739,15.7705042001,80.5970549771,77.2739931613,87.2431786088,0.111005429083,0.205902573065,0.312761287287,0.136841706832
2015-12-11,23.758,24.352,21.283,21.134,613042.0,17.2202808989,-0.0912855983946,1.8847168,2.30924786455,1.36688946455,18.4880850869,16.1788372223,55.2747716835,69.9409193354,25.9424763798,-0.125920069173,0.0451854207839,0.208246820656,-0.314183729179
2015-12-14,20.372,21.174,20.639,19.788,358228.0,10.0625842697,-0.0302588920735,1.50861753386,2.30977542321,1.55546665628,18.8189950735,16.5092196503,57.3164182556,65.7327523088,40.4837501492,-0.199552137566,0.000228454756634,0.137960820259,0.0369363185027
2015-12-15,20.59,21.669,20.927,20.501,285720.0,8.02584269663,0.013954164446,1.20219876527,2.30684088457,1.70574150194,19.1433035237,16.8364626392,50.3684797503,60.6113281226,29.8827830057,-0.203112294345,-0.00127048656231,0.0966107791842,-0.121220737735
2015-12-16,20.808,21.996,21.164,20.441,287289.0,8.06991573034,0.0113250824294,0.946267904915,2.29715894251,1.82402499005,19.4541799047,17.1570209622,49.0773787832,56.7666783428,33.6987796639,-0.212885645657,-0.0041970567307,0.069344322091,-0.0256331136763
2015-12-17,21.184,22.213,21.679,21.035,310869.0,8.7322752809,0.0243337743338,0.768724091057,2.30447754696,1.92011550143,19.7964599194,17.4919823724,50.9412293189,54.8248620015,43.1739639538,-0.187625315131,0.00318593734108,0.0526804796569,0.0379777930687
2015-12-18,21.481,23.213,22.025,21.342,321309.0,9.02553370787,0.0159601457632,0.626296451361,2.31155078354,1.99840255785,20.1393122395,17.8277614559,46.1290005543,51.9262415191,34.5345186248,-0.1852779708,0.00306934497212,0.0407720558277,-0.0944662865216
2015-12-21,21.679,21.926,20.768,20.649,306698.0,8.61511235955,-0.0570715096481,0.307318355041,2.19047652975,2.03681735223,20.2360334334,18.0455569036,33.8589056162,45.9037962182,9.76912441237,-0.509308484228,-0.0523779337415,0.0192227508062,-0.265995247906
2015-12-22,20.798,21.382,21.332,20.521,200938.0,5.6443258427,0.027157164869,0.126126702683,2.11564654141,2.05258319007,20.4046436744,18.288997133,53.9702034344,48.5925986236,64.7254130561,-0.589589425381,-0.0341615111264,0.0077404278877,0.5939736519
