date,open,high,close,low,volume,nmc,amount,turnover_rate,p_change,review_pc,amplitude,ema5,MACD,DIFF,DEM,ema_quick,ema_slow,K,D,J,high_d,low_d,ema5_d,MACD_d,DIFF_d,DEM_d,K_d,D_d,ema_quick_d,ema_slow_d,MACD_d_d,ema5_d_d
2016-06-30,6.64,6.75,6.69,6.62,100570.0,288400.0,67281330.0,1.95281553398,-0.00130949265262,-0.597907324365,1.94319880419,6.69,0.00326042352817,-0.0669,-0.0669,6.69,6.7569,51.2820512821,50.4273504274,52.9914529915,1.06742654773e-05,-5.80756563108e-05,-0.000256786853051,-0.130872675647,0.0181519428223,-0.619769783416,0.0201279799154,0.00231221638704,-0.000318317994606,-0.0004027332916,0.309526281021,0.687174873347
2016-07-01,6.69,6.74,6.65,6.62,73640.0,288400.0,48970600.0,1.42990291262,-0.597907324365,2.25563909774,1.8045112782,6.67666666667,0.101934586895,-0.00319088319088,-0.0541581766382,6.68384615385,6.68703703704,42.5213675214,47.792022792,31.9800569801,-0.00148148148148,0.0,-0.00199302441455,30.2642164473,0.952303689224,0.190460737845,-0.170833333333,-0.0522598870056,-0.0009198574221,-0.0103394993211,232.249313867,-6.7613958459
2016-07-04,6.59,6.85,6.8,6.59,149648.0,288400.0,101760640.0,2.90578640777,2.25563909774,0.588235294118,3.82352941176,6.71777777778,0.0967511824742,0.00631131240818,-0.0420642788289,6.70171597633,6.69540466392,55.2706552707,50.2849002849,65.2421652422,0.0163204747774,-0.00453172205438,0.00615743052089,-0.0508503009462,2.97792022792,0.223306960463,0.299832495812,0.0521609538003,0.00267358375311,0.00125132055345,-1.00168021204,4.08949076385
2016-07-05,6.84,6.87,6.84,6.75,206121.0,288400.0,140986764.0,4.00234951456,0.588235294118,1.90058479532,1.75438596491,6.75851851852,0.0943028652505,0.0168750119526,-0.0302764206726,6.72299044151,6.70611542956,61.8471035138,54.1389680279,77.2633744856,0.0029197080292,0.0242792109256,0.00606461572389,-0.0253052950989,1.67377224597,0.280234405165,0.118986254296,0.0766446333019,0.00317448027564,0.00159971893753,0.502357023891,-0.0150736247329
2016-07-06,6.84,7.01,6.97,6.81,176984.0,288400.0,123357848.0,3.43658252427,1.90058479532,-0.430416068867,2.86944045911,6.82901234568,0.104969436711,0.0353294772715,-0.0171552410838,6.76099191205,6.72566243478,67.8980690092,58.7253350216,86.2435369843,0.0203784570597,0.00888888888889,0.0104303667982,0.113109728233,1.09359717022,0.433379484673,0.0978374920026,0.084714710325,0.00565246535264,0.00291480297696,5.46980474999,0.719872663505
2016-07-07,6.99,7.0,6.94,6.83,108304.0,288400.0,75162976.0,2.10299029126,-0.430416068867,-0.864553314121,2.44956772334,6.86600823045,0.102636108017,0.0469923264271,-0.00432572758161,6.78853161789,6.74153929146,66.8340067904,61.4282256112,77.6455691488,-0.00142653352354,0.00293685756241,0.00541745759137,-0.0222286483223,0.330116663372,0.747848044776,-0.0156714650987,0.0460259713905,0.00407332329295,0.00236063835157,-1.19652286916,-0.480607183219
2016-07-08,6.92,6.94,6.88,6.82,72608.0,288400.0,49954304.0,1.40986407767,-0.864553314121,-0.581395348837,1.74418604651,6.87067215364,0.0882140224233,0.050808036433,0.00670102522131,6.80260367667,6.75179564024,61.2226711936,61.359707472,60.9485986368,-0.00857142857143,-0.00146412884334,0.000679277249007,-0.140516684358,0.0811985763637,2.5491093914,-0.0839592875885,-0.00111541784776,0.00207291643889,0.00152136601707,-5.32142280183,-0.874613277991
2016-07-11,6.88,6.94,6.84,6.83,97408.0,288400.0,66627072.0,1.89141747573,-0.581395348837,0.584795321637,1.6081871345,6.86044810242,0.0693226167119,0.0500276606663,0.0153663523103,6.80835695719,6.75832929652,43.8454171594,55.5216107011,20.4930300759,0.0,0.00146627565982,-0.00148807147002,-0.214154226192,-0.0153592978884,1.29313452835,-0.283836913605,-0.0951454466034,0.000845746832426,0.00096769165221,-0.524048387353,-3.19066879128
2016-07-12,6.83,6.89,6.88,6.67,104731.0,288400.0,72054928.0,2.03361165049,0.584795321637,0.0,3.1976744186,6.86696540162,0.0586730723849,0.0520370225509,0.0227004863584,6.81937896377,6.76734194122,61.0484599244,57.3638937756,68.4175922222,-0.00720461095101,-0.0234260614934,0.000949981560227,-0.153622942009,0.0401650178689,0.477285298424,0.392356690382,0.0331813694013,0.00161889375898,0.00133356104843,0.282652765065,1.63839780505
2016-07-13,6.91,6.93,6.88,6.84,97687.0,288400.0,67208656.0,1.89683495146,0.0,0.872093023256,1.30813953488,6.87131026774,0.0485084929076,0.0530182944257,0.0287640479719,6.82870527704,6.77568698261,55.5137880978,56.747191883,53.0469805274,0.00580551523948,0.0254872563718,0.000632719967849,-0.173240961554,0.0188571871855,0.267111528701,-0.0906603022175,-0.0107506979044,0.00136761915057,0.00123313428869,-0.127702407521,-0.333966053301
