date,open,high,close,low,volume,nmc,amount,turnover_rate,p_change,review_pc,amplitude,efficiency_coefficient,PVT,stationary_info,dist2last_min,dist2last_max,ema3,ema3_p_change,ema3_PVT,ema3_stationary_info,ema3_dist2last_min,ema3_dist2last_max,ema5,ema5_p_change,ema5_PVT,ema5_stationary_info,ema5_dist2last_min,ema5_dist2last_max,pseudo_mean_price,pseudo_mean_price_p_change,pseudo_mean_price_PVT,pseudo_mean_price_stationary_info,pseudo_mean_price_dist2last_min,pseudo_mean_price_dist2last_max,close_ama,close_ama_p_change,close_ama_PVT,close_ama_stationary_info,close_ama_dist2last_min,close_ama_dist2last_max
2016-09-27,7.344,7.442,7.383,7.227,43562.0,285912.0,32161824.6,0.694768740032,0.135446295544,0.135446295544,2.91209535419,1.0,5900.31152648,0,1,1,7.383,0.0677231477719,2950.15576324,0,1,1,7.383,0.0451487651813,1966.77050883,0,1,1,7.35066666667,0.485216760385,21137.0125159,0,1,1,7.383,0.060198353575,2622.36067844,0,1,1
2016-09-28,7.354,7.422,7.393,7.344,25442.0,285912.0,18809270.6,0.405773524721,0.135446295544,0.919788989585,1.05505207629,1.0,9346.33617771,0,2,2,7.388,0.0677231477719,4673.16808885,0,2,2,7.38633333333,0.0451487651813,3115.44539257,0,2,2,7.38633333333,0.485216760385,33481.8973336,0,2,2,7.38744444444,0.060198353575,4153.92719009,0,2,2
2016-09-29,7.422,7.51,7.461,7.374,38957.0,285912.0,29065817.7,0.621323763955,0.919788989585,0.268060581691,1.8228119555,1.0,45178.555845,0,3,3,7.4245,0.494044396318,23919.6556362,0,3,3,7.41122222222,0.336958647352,16242.3434174,0,3,3,7.44833333333,0.839388059028,66181.9379491,0,3,3,7.42013580247,0.442525940744,21393.4102636,0,3,3
2016-09-30,7.461,7.52,7.481,7.422,26520.0,285912.0,19839612.0,0.422966507177,0.268060581691,2.35262665419,1.30998529608,1.0,52287.5224714,0,4,4,7.45275,0.380497003165,34010.4361602,0,4,4,7.43448148148,0.313838373238,24565.3370757,0,4,4,7.47433333333,0.349071380622,75439.3109632,0,4,4,7.44718655693,0.36455875173,31061.5083595,0,4,4
2016-10-10,7.549,7.666,7.657,7.51,55403.0,285912.0,42422077.1,0.883620414673,2.35262665419,0.117539506334,2.03735144312,1.0,182630.096994,0,5,5,7.554875,1.37029955386,109929.142342,0,5,5,7.50865432099,0.997686788123,79840.1781981,0,5,5,7.611,1.82847968604,176742.571009,0,5,5,7.54043697607,1.25215634697,100434.726451,0,5,5
2016-10-11,7.676,7.725,7.666,7.637,46072.0,285912.0,35318795.2,0.734800637959,0.117539506334,0.769632141925,1.1479259066,1.0,188045.377129,0,6,6,7.6104375,0.735452274194,143812.899519,0,6,6,7.56110288066,0.69850811382,112021.844018,0,6,6,7.676,0.854027066089,216089.305998,0,6,6,7.59624276448,0.740086928518,134532.011421,0,6,6
2016-10-12,7.657,7.735,7.725,7.618,51835.0,285912.0,40042537.5,0.826714513557,0.769632141925,0.245954692557,1.5145631068,1.0,227939.259206,0,7,7,7.66771875,0.752666978738,182827.392362,0,7,7,7.61573525377,0.722545030482,149474.965673,0,7,7,7.69266666667,0.217126975856,227344.082791,0,7,7,7.65346820249,0.753338719963,173581.323971,0,7,7
2016-10-13,7.725,7.764,7.744,7.696,38432.0,285912.0,29761740.8,0.612950558214,0.245954692557,-0.245351239669,0.878099173554,1.0,237391.78995,1,8,8,7.705859375,0.497418153215,201944.166826,0,8,8,7.65849016918,0.561402333255,171050.780145,0,8,8,7.73466666667,0.545974521189,248326.975589,1,8,8,7.69370455694,0.525727074104,193786.066883,0,8,8
2016-10-14,7.744,7.754,7.725,7.676,43426.0,285912.0,33546585.0,0.692599681021,-0.245351239669,-0.880258899676,1.00970873786,0.905449517809,226737.167017,0,9,1,7.7154296875,0.124195265372,207337.47042,1,9,9,7.68066011279,0.289481909834,183621.821561,1,9,9,7.71833333333,-0.211170487847,239156.685984,0,9,1,7.70537391544,0.151674117588,200372.667113,1,9,9
2016-10-17,7.725,7.774,7.657,7.618,37969.0,285912.0,29072863.3,0.605566188198,-0.880258899676,1.26681467938,2.03735144312,0.62912994608,193314.616855,-1,10,2,7.68621484375,-0.378654785712,192960.326862,-1,10,1,7.67277340853,-0.102682635955,179723.064557,-1,10,1,7.683,-0.457784495789,221775.066463,-1,10,2,7.69571304959,-0.125378287342,195612.178921,-1,10,1
