date,open,high,close,low,volume,nmc,amount,turnover_rate,p_change,review_pc,amplitude,ema5,MACD,DIFF,DEM,ema_quick,ema_slow,K,D,J,high_d,low_d,ema5_d,MACD_d,DIFF_d,DEM_d,K_d,D_d,ema_quick_d,ema_slow_d,MACD_d_d,ema5_d_d
2016-06-30,9.421,9.451,9.372,9.312,43455.0,270864.0,40726026.0,0.731565656566,-0.0825718030239,-0.320102432778,1.48314127187,9.372,-0.000218087290039,-0.09372,-0.09372,9.372,9.46572,47.721822542,49.240607514,44.6842525979,-0.000777010288655,-0.000885741412439,-0.001111965667,0.917322802053,-0.0500109852266,4.94689479155,0.0302169132343,0.00328355221636,-0.00114169175591,-0.00113258943529,-0.843088729231,0.390531410161
2016-07-01,9.352,9.441,9.342,9.303,56284.0,270864.0,52580512.8,0.947542087542,-0.320102432778,2.54763433954,1.4771997431,9.362,0.146122940171,-0.00239316239316,-0.0754546324786,9.36738461538,9.36977777778,41.2348382164,46.5720177481,30.5604791529,-0.0010580890911,-0.000966494845361,-0.00106700810926,671.020431475,0.974464763197,0.194892952639,-0.135933289637,-0.0541948993036,-0.000492465281198,-0.0101357553596,730.498693778,0.0404307066926
2016-07-04,9.352,9.659,9.58,9.322,97393.0,270864.0,93302494.0,1.63961279461,2.54763433954,0.511482254697,3.51774530271,9.43466666667,0.144319220474,0.0147448803175,-0.0574147299194,9.40009467456,9.38534979424,53.0091799781,48.7177384914,61.5920629514,0.0230907742824,0.00204235192948,0.0077618742434,-0.0123438502878,7.16125356126,0.239082770224,0.285543542087,0.0460731754189,0.00349190948324,0.00166194085177,-1.00001839564,8.27442854091
2016-07-05,9.59,9.728,9.629,9.58,80113.0,270864.0,77140807.7,1.3487037037,0.511482254697,0.415411776924,1.53702357462,9.49944444444,0.142924241219,0.0319129208422,-0.0395491997671,9.43531087847,9.40339795763,46.3754893548,47.9369887792,43.2524905058,0.00714359664562,0.0276764642781,0.0068659317882,-0.00966592842359,1.16433908957,0.311166318772,-0.125142298486,-0.0160259843007,0.00374636693923,0.00192301446248,0.216943806168,-0.11542862292
2016-07-06,9.629,9.688,9.669,9.52,74840.0,270864.0,72362796.0,1.25993265993,0.415411776924,1.42724170028,1.73751163512,9.55596296296,0.140384108466,0.0481908680243,-0.0220011862088,9.47126305101,9.42307218299,60.4804849667,52.118154175,77.2051465499,-0.00411184210526,-0.0062630480167,0.00594966567246,-0.0177725816886,0.510073874547,0.443700850122,0.304147639371,0.0872221118242,0.00381038558306,0.00209224638259,-0.838683353497,-0.133451095061
2016-07-07,9.629,9.857,9.807,9.609,107523.0,270864.0,105447806.1,1.81015151515,1.42724170028,0.305903946161,2.52880595493,9.63964197531,0.149447671972,0.0714036087736,-0.00332022721231,9.52291488932,9.45151128055,66.9332265369,57.056511629,86.6866563528,0.0174442609414,0.0093487394958,0.00875673259409,0.0645626033072,0.481683391499,0.849088718181,0.106691300075,0.0947531149583,0.0054535322298,0.00301802819761,4.63270820405,0.471802463561
2016-07-08,9.768,10.114,9.837,9.619,107428.0,270864.0,105676923.6,1.80855218855,0.305903946161,-1.71800345634,5.03202195791,9.70542798354,0.151183843656,0.0911696750726,0.0155777532447,9.57123567558,9.48006600051,59.3022857047,57.8051029876,62.2966511391,0.0260728416354,0.00104069101884,0.0068245281722,0.0116172547965,0.27682167104,5.69177325784,-0.114008262069,0.0131201739681,0.00507415920652,0.00302118032894,-0.820062169098,-0.220653582957
2016-07-11,9.737,9.827,9.668,9.618,89733.0,270864.0,86753864.4,1.51065656566,-1.71800345634,2.04799338022,2.16177079024,9.69295198903,0.122492326352,0.0921354572149,0.0308892940387,9.58612249472,9.4939870375,47.5093387952,54.3731815901,33.7816532053,-0.028376507811,-0.000103960910698,-0.00128546567284,-0.189778990994,0.0105932388318,0.982910728752,-0.198861591411,-0.0593705610766,0.00155537065918,0.00146845359504,-17.3359583928,-1.18835964046
2016-07-12,9.628,9.906,9.866,9.529,77168.0,270864.0,76133948.8,1.29912457912,2.04799338022,-0.0912223798905,3.82120413541,9.75063465935,0.122796360274,0.10763701921,0.0462388390729,9.62918057246,9.52154355325,61.4695326716,56.7386319506,70.9313341136,0.00803907601506,-0.00925348305261,0.00595099102832,0.00248206504582,0.168247517988,0.496921199138,0.293841047475,0.0435039902267,0.00449170952689,0.00290252300024,1.01307871347,5.62944375262
2016-07-13,9.866,10.025,9.857,9.747,76081.0,270864.0,74993041.7,1.28082491582,-0.0912223798905,0.801460890738,2.82033072943,9.7860897729,0.114557915441,0.117837536224,0.0605585785031,9.66422971515,9.54639217893,54.169136889,55.8821335967,50.7431434735,0.0120129214617,0.0228775317452,0.00363618521137,-0.0670903014921,0.0947677396545,0.30969072142,-0.118764458836,-0.015095505909,0.00363988840333,0.00260972662117,-28.0300335622,-0.388978206477
