,date,MACD_d,open,close,high,low,volume,ema_slow,ema_quick,DEM,DIFF,MACD,code,diff
387,2018-05-04,12.1344060984,10428.85,10426.19,10490.06,10411.83,150582422.0,10572.626816,10460.1642661,-110.344961673,-112.462549906,-4.23517646613,sz,-112.462549906
388,2018-05-07,35.4075223456,10456.43,10626.51,10626.51,10450.49,174177180.0,10576.618163,10485.7559175,-106.448418438,-90.8622454979,31.1723458795,sz,-90.8622454979
389,2018-05-08,32.8750587745,10632.11,10707.8,10721.98,10630.58,182770938.0,10586.3353361,10519.9165455,-98.4424928559,-66.4187905288,64.047404654,sz,-66.4187905288
390,2018-05-09,16.652332305,10693.21,10689.07,10705.15,10639.92,169498644.0,10593.9453112,10545.9401539,-88.355025736,-48.0051572565,80.699736959,sz,-48.0051572565
391,2018-05-10,13.0127353611,10706.73,10729.77,10742.64,10651.87,180925300.0,10604.0063992,10574.2216687,-76.640966696,-29.7847305359,93.7124723201,sz,-29.7847305359
392,2018-05-11,-7.54433482732,10748.89,10634.3,10752.83,10634.23,180171412.0,10606.2503697,10583.4644889,-65.8699495094,-22.785880763,86.1681374928,sz,-22.785880763
393,2018-05-14,-3.30174277783,10649.11,10671.46,10723.79,10641.29,169570273.0,10611.0807127,10597.0022598,-55.51165017,-14.0784528125,82.866394715,sz,-14.0784528125
394,2018-05-15,4.36664811171,10692.82,10747.99,10747.99,10632.55,157932634.0,10621.2221413,10620.2311429,-44.6075198167,-0.990998403315,87.2330428267,sz,-0.990998403315
395,2018-05-16,-6.97935406441,10713.59,10701.32,10776.43,10691.14,165521883.0,10627.1553161,10632.7063517,-34.5758087214,5.55103565977,80.2536887623,sz,5.55103565977
396,2018-05-17,-16.3520700615,10702.07,10635.5,10713.71,10615.92,150682885.0,10627.7734408,10633.1361438,-26.5881063838,5.36270296663,63.9016187008,sz,5.36270296663
