,date,MACD_d,open,close,high,low,volume,ema_slow,ema_quick,DEM,DIFF,MACD,code,diff
0,2016-09-27,0.0,2163.38,2176.45,2176.77,2162.44,12592539.0,2178.62645,2176.45,-2.17645,-2.17645,-0.194610257513,sz50,-2.17645
1,2016-09-28,2.43503851962,2177.41,2166.72,2177.41,2165.33,9288432.0,2175.72925926,2174.95307692,-1.89639646724,-0.776182336183,2.24042826211,sz50,-0.776182336183
2,2016-09-29,-0.302879558315,2170.99,2175.37,2183.17,2170.84,11879464.0,2175.70264746,2175.01721893,-1.65420287926,-0.685428527366,1.93754870379,sz50,-0.685428527366
3,2016-09-30,-0.00852849160126,2171.94,2177.35,2182.61,2171.49,9219305.0,2175.82467358,2175.37610833,-1.41307535274,-0.448565246642,1.92902021219,sz50,-0.448565246642
4,2016-10-10,3.17655111738,2187.65,2202.87,2204.33,2185.47,19300202.0,2177.82803109,2179.60593782,-0.774878936541,1.77790672825,5.10557132957,sz50,1.77790672825
5,2016-10-11,2.54924774517,2205.35,2209.23,2212.43,2202.12,21169384.0,2180.15410286,2184.16348585,0.181973447801,4.00938298517,7.65481907474,sz50,4.00938298517
6,2016-10-12,0.142784053834,2205.44,2201.0,2205.44,2196.85,15478837.0,2181.69824339,2186.75371879,1.15667383887,5.05547540316,7.79760312858,sz50,5.05547540316
7,2016-10-13,-0.197407744419,2201.34,2202.12,2204.89,2194.6,18308790.0,2183.2109661,2189.11776205,2.10669826189,5.90679595397,7.60019538416,sz50,5.90679595397
8,2016-10-14,0.420956787131,2199.56,2209.81,2211.09,2196.26,23950510.0,2185.18126491,2192.30118328,3.1093422833,7.11991836895,8.02115217129,sz50,7.11991836895
9,2016-10-17,-2.37419514928,2207.35,2192.88,2209.14,2189.27,23161867.0,2185.75154158,2192.390232,3.81521191106,6.63869042206,5.64695702201,sz50,6.63869042206
10,2016-10-18,1.96260883682,2189.93,2222.78,2224.34,2189.93,31777117.0,2188.49439035,2197.06558093,4.76640764341,8.57119057282,7.60956585883,sz50,8.57119057282
11,2016-10-19,0.584766163476,2222.78,2221.53,2230.83,2217.63,29432809.0,2190.94147255,2200.82933771,5.7906991462,9.88786515735,8.19433202231,sz50,9.88786515735
12,2016-10-20,0.0726050490558,2222.63,2223.42,2228.94,2218.97,19772924.0,2193.3472894,2204.30482421,6.82406628012,10.9575348158,8.26693707136,sz50,10.9575348158
13,2016-10-21,1.69963374498,2221.38,2240.75,2246.58,2221.04,35668577.0,2196.85860129,2209.91177433,8.06988763216,13.0531730403,9.96657081634,sz50,13.0531730403
14,2016-10-24,4.25027703712,2245.46,2270.95,2285.08,2243.81,49603451.0,2202.34685305,2219.30227059,9.84699361384,16.9554175406,14.2168478535,sz50,16.9554175406
15,2016-10-25,1.12907746021,2270.02,2266.17,2274.38,2258.92,32423788.0,2207.07449356,2226.5126905,11.765234278,19.4381969349,15.3459253137,sz50,19.4381969349
